table_name,field_name,language,translation,record_id,field_value
stops,stop_desc,ar,Bellevue Downtown إلى Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,bs,Bellevue Downtown do Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,hr,Bellevue Downtown do Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,nl,Bellevue Downtown naar Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,fr,Bellevue Downtown vers Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,de,Bellevue Downtown nach Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,it,Bellevue Downtown a Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,ko,Bellevue Downtown에서 Downtown Redmond 방향,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,fa,Bellevue Downtown به Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,ru,Bellevue Downtown до Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,sr,Bellevue Downtown до Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,tl,Bellevue Downtown papunta Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,vi,Bellevue Downtown đến Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,cy,Bellevue Downtown i Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,sw,Bellevue Downtown kwenda Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,pt-PT,Bellevue Downtown para Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,af,Bellevue Downtown na Downtown Redmond,,Bellevue Downtown to Downtown Redmond
stops,stop_desc,es,Bellevue Downtown a South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,zh-Hans,Bellevue Downtown 到 South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,ar,Bellevue Downtown إلى South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,bs,Bellevue Downtown do South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,hr,Bellevue Downtown do South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,nl,Bellevue Downtown naar South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,fr,Bellevue Downtown vers South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,de,Bellevue Downtown nach South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,it,Bellevue Downtown a South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,ko,Bellevue Downtown에서 South Bellevue 방향,,Bellevue Downtown to South Bellevue
stops,stop_desc,fa,Bellevue Downtown به South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,ru,Bellevue Downtown до South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,sr,Bellevue Downtown до South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,tl,Bellevue Downtown papunta South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,vi,Bellevue Downtown đến South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,cy,Bellevue Downtown i South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,sw,Bellevue Downtown kwenda South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,pt-PT,Bellevue Downtown para South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,af,Bellevue Downtown na South Bellevue,,Bellevue Downtown to South Bellevue
stops,stop_desc,es,Capitol Hill a Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,zh-Hans,Capitol Hill 到 Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,ar,Capitol Hill إلى Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,bs,Capitol Hill do Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,hr,Capitol Hill do Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,nl,Capitol Hill naar Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,fr,Capitol Hill vers Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,de,Capitol Hill nach Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,it,Capitol Hill a Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,ko,Capitol Hill에서 Federal Way 방향,,Capitol Hill to Federal Way
stops,stop_desc,fa,Capitol Hill به Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,ru,Capitol Hill до Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,sr,Capitol Hill до Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,tl,Capitol Hill papunta Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,vi,Capitol Hill đến Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,cy,Capitol Hill i Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,sw,Capitol Hill kwenda Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,pt-PT,Capitol Hill para Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,af,Capitol Hill na Federal Way,,Capitol Hill to Federal Way
stops,stop_desc,es,Capitol Hill a Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,zh-Hans,Capitol Hill 到 Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,ar,Capitol Hill إلى Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,bs,Capitol Hill do Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,hr,Capitol Hill do Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,nl,Capitol Hill naar Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,fr,Capitol Hill vers Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,de,Capitol Hill nach Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,it,Capitol Hill a Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,ko,Capitol Hill에서 Lynnwood 방향,,Capitol Hill to Lynnwood
stops,stop_desc,fa,Capitol Hill به Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,ru,Capitol Hill до Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,sr,Capitol Hill до Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,tl,Capitol Hill papunta Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,vi,Capitol Hill đến Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,cy,Capitol Hill i Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,sw,Capitol Hill kwenda Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,pt-PT,Capitol Hill para Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,af,Capitol Hill na Lynnwood,,Capitol Hill to Lynnwood
stops,stop_desc,es,Columbia City a Federal Way,,Columbia City to Federal Way
stops,stop_desc,zh-Hans,Columbia City 到 Federal Way,,Columbia City to Federal Way
stops,stop_desc,ar,Columbia City إلى Federal Way,,Columbia City to Federal Way
stops,stop_desc,bs,Columbia City do Federal Way,,Columbia City to Federal Way
stops,stop_desc,hr,Columbia City do Federal Way,,Columbia City to Federal Way
stops,stop_desc,nl,Columbia City naar Federal Way,,Columbia City to Federal Way
stops,stop_desc,fr,Columbia City vers Federal Way,,Columbia City to Federal Way
stops,stop_desc,de,Columbia City nach Federal Way,,Columbia City to Federal Way
stops,stop_desc,it,Columbia City a Federal Way,,Columbia City to Federal Way
stops,stop_desc,ko,Columbia City에서 Federal Way 방향,,Columbia City to Federal Way
stops,stop_desc,fa,Columbia City به Federal Way,,Columbia City to Federal Way
stops,stop_desc,ru,Columbia City до Federal Way,,Columbia City to Federal Way
stops,stop_desc,sr,Columbia City до Federal Way,,Columbia City to Federal Way
stops,stop_desc,tl,Columbia City papunta Federal Way,,Columbia City to Federal Way
stops,stop_desc,vi,Columbia City đến Federal Way,,Columbia City to Federal Way
stops,stop_desc,cy,Columbia City i Federal Way,,Columbia City to Federal Way
stops,stop_desc,sw,Columbia City kwenda Federal Way,,Columbia City to Federal Way
stops,stop_desc,pt-PT,Columbia City para Federal Way,,Columbia City to Federal Way
stops,stop_desc,af,Columbia City na Federal Way,,Columbia City to Federal Way
stops,stop_desc,es,Columbia City a Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,zh-Hans,Columbia City 到 Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,ar,Columbia City إلى Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,bs,Columbia City do Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,hr,Columbia City do Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,nl,Columbia City naar Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,fr,Columbia City vers Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,de,Columbia City nach Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,it,Columbia City a Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,ko,Columbia City에서 Lynnwood 방향,,Columbia City to Lynnwood
stops,stop_desc,fa,Columbia City به Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,ru,Columbia City до Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,sr,Columbia City до Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,tl,Columbia City papunta Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,vi,Columbia City đến Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,cy,Columbia City i Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,sw,Columbia City kwenda Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,pt-PT,Columbia City para Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,af,Columbia City na Lynnwood,,Columbia City to Lynnwood
stops,stop_desc,es,Convention Center a St Joseph,,Convention Center to St Joseph
stops,stop_desc,zh-Hans,Convention Center 到 St Joseph,,Convention Center to St Joseph
stops,stop_desc,ar,Convention Center إلى St Joseph,,Convention Center to St Joseph
stops,stop_desc,bs,Convention Center do St Joseph,,Convention Center to St Joseph
stops,stop_desc,hr,Convention Center do St Joseph,,Convention Center to St Joseph
stops,stop_desc,nl,Convention Center naar St Joseph,,Convention Center to St Joseph
stops,stop_desc,fr,Convention Center vers St Joseph,,Convention Center to St Joseph
stops,stop_desc,de,Convention Center nach St Joseph,,Convention Center to St Joseph
stops,stop_desc,it,Convention Center a St Joseph,,Convention Center to St Joseph
stops,stop_desc,ko,Convention Center에서 St Joseph 방향,,Convention Center to St Joseph
stops,stop_desc,fa,Convention Center به St Joseph,,Convention Center to St Joseph
stops,stop_desc,ru,Convention Center до St Joseph,,Convention Center to St Joseph
stops,stop_desc,sr,Convention Center до St Joseph,,Convention Center to St Joseph
stops,stop_desc,tl,Convention Center papunta St Joseph,,Convention Center to St Joseph
stops,stop_desc,vi,Convention Center đến St Joseph,,Convention Center to St Joseph
stops,stop_desc,cy,Convention Center i St Joseph,,Convention Center to St Joseph
stops,stop_desc,sw,Convention Center kwenda St Joseph,,Convention Center to St Joseph
stops,stop_desc,pt-PT,Convention Center para St Joseph,,Convention Center to St Joseph
stops,stop_desc,af,Convention Center na St Joseph,,Convention Center to St Joseph
stops,stop_desc,es,Convention Center a Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,zh-Hans,Convention Center 到 Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,ar,Convention Center إلى Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,bs,Convention Center do Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,hr,Convention Center do Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,nl,Convention Center naar Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,fr,Convention Center vers Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,de,Convention Center nach Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,it,Convention Center a Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,ko,Convention Center에서 Tacoma Dome 방향,,Convention Center to Tacoma Dome
stops,stop_desc,fa,Convention Center به Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,ru,Convention Center до Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,sr,Convention Center до Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,tl,Convention Center papunta Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,vi,Convention Center đến Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,cy,Convention Center i Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,sw,Convention Center kwenda Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,pt-PT,Convention Center para Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,af,Convention Center na Tacoma Dome,,Convention Center to Tacoma Dome
stops,stop_desc,es,Downtown Redmond a/desde South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,zh-Hans,Downtown Redmond 往返 South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,ar,Downtown Redmond إلى/من South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,bs,Downtown Redmond do/od South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,hr,Downtown Redmond do/od South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,nl,Downtown Redmond van/naar South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,fr,Downtown Redmond depuis/vers South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,de,Downtown Redmond von/nach South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,it,Downtown Redmond a/da South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,ko,Downtown Redmond - South Bellevue 왕복,,Downtown Redmond to/from South Bellevue
stops,stop_desc,fa,Downtown Redmond به/از South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,ru,Downtown Redmond до/от South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,sr,Downtown Redmond до/од South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,tl,Downtown Redmond papunta/mula sa South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,vi,Downtown Redmond đến/từ South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,cy,Downtown Redmond i/o South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,sw,Downtown Redmond kwenda/kutoka South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,pt-PT,Downtown Redmond para/de South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,af,Downtown Redmond na/van South Bellevue,,Downtown Redmond to/from South Bellevue
stops,stop_desc,es,East Main a Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,zh-Hans,East Main 到 Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,ar,East Main إلى Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,bs,East Main do Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,hr,East Main do Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,nl,East Main naar Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,fr,East Main vers Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,de,East Main nach Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,it,East Main a Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,ko,East Main에서 Downtown Redmond 방향,,East Main to Downtown Redmond
stops,stop_desc,fa,East Main به Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,ru,East Main до Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,sr,East Main до Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,tl,East Main papunta Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,vi,East Main đến Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,cy,East Main i Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,sw,East Main kwenda Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,pt-PT,East Main para Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,af,East Main na Downtown Redmond,,East Main to Downtown Redmond
stops,stop_desc,es,East Main a South Bellevue,,East Main to South Bellevue
stops,stop_desc,zh-Hans,East Main 到 South Bellevue,,East Main to South Bellevue
stops,stop_desc,ar,East Main إلى South Bellevue,,East Main to South Bellevue
stops,stop_desc,bs,East Main do South Bellevue,,East Main to South Bellevue
stops,stop_desc,hr,East Main do South Bellevue,,East Main to South Bellevue
stops,stop_desc,nl,East Main naar South Bellevue,,East Main to South Bellevue
stops,stop_desc,fr,East Main vers South Bellevue,,East Main to South Bellevue
stops,stop_desc,de,East Main nach South Bellevue,,East Main to South Bellevue
stops,stop_desc,it,East Main a South Bellevue,,East Main to South Bellevue
stops,stop_desc,ko,East Main에서 South Bellevue 방향,,East Main to South Bellevue
stops,stop_desc,fa,East Main به South Bellevue,,East Main to South Bellevue
stops,stop_desc,ru,East Main до South Bellevue,,East Main to South Bellevue
stops,stop_desc,sr,East Main до South Bellevue,,East Main to South Bellevue
stops,stop_desc,tl,East Main papunta South Bellevue,,East Main to South Bellevue
stops,stop_desc,vi,East Main đến South Bellevue,,East Main to South Bellevue
stops,stop_desc,cy,East Main i South Bellevue,,East Main to South Bellevue
stops,stop_desc,sw,East Main kwenda South Bellevue,,East Main to South Bellevue
stops,stop_desc,pt-PT,East Main para South Bellevue,,East Main to South Bellevue
stops,stop_desc,af,East Main na South Bellevue,,East Main to South Bellevue
stops,stop_desc,es,Federal Way Downtown a/desde Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,zh-Hans,Federal Way Downtown 往返 Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,ar,Federal Way Downtown إلى/من Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,bs,Federal Way Downtown do/od Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,hr,Federal Way Downtown do/od Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,nl,Federal Way Downtown van/naar Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,fr,Federal Way Downtown depuis/vers Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,de,Federal Way Downtown von/nach Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,it,Federal Way Downtown a/da Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,ko,Federal Way Downtown - Lynnwood 왕복,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,fa,Federal Way Downtown به/از Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,ru,Federal Way Downtown до/от Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,sr,Federal Way Downtown до/од Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,tl,Federal Way Downtown papunta/mula sa Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,vi,Federal Way Downtown đến/từ Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,cy,Federal Way Downtown i/o Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,sw,Federal Way Downtown kwenda/kutoka Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,pt-PT,Federal Way Downtown para/de Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,af,Federal Way Downtown na/van Lynnwood,,Federal Way Downtown to/from Lynnwood
stops,stop_desc,es,Hilltop District a St Joseph,,Hilltop District to St Joseph
stops,stop_desc,zh-Hans,Hilltop District 到 St Joseph,,Hilltop District to St Joseph
stops,stop_desc,ar,Hilltop District إلى St Joseph,,Hilltop District to St Joseph
stops,stop_desc,bs,Hilltop District do St Joseph,,Hilltop District to St Joseph
stops,stop_desc,hr,Hilltop District do St Joseph,,Hilltop District to St Joseph
stops,stop_desc,nl,Hilltop District naar St Joseph,,Hilltop District to St Joseph
stops,stop_desc,fr,Hilltop District vers St Joseph,,Hilltop District to St Joseph
stops,stop_desc,de,Hilltop District nach St Joseph,,Hilltop District to St Joseph
stops,stop_desc,it,Hilltop District a St Joseph,,Hilltop District to St Joseph
stops,stop_desc,ko,Hilltop District에서 St Joseph 방향,,Hilltop District to St Joseph
stops,stop_desc,fa,Hilltop District به St Joseph,,Hilltop District to St Joseph
stops,stop_desc,ru,Hilltop District до St Joseph,,Hilltop District to St Joseph
stops,stop_desc,sr,Hilltop District до St Joseph,,Hilltop District to St Joseph
stops,stop_desc,tl,Hilltop District papunta St Joseph,,Hilltop District to St Joseph
stops,stop_desc,vi,Hilltop District đến St Joseph,,Hilltop District to St Joseph
stops,stop_desc,cy,Hilltop District i St Joseph,,Hilltop District to St Joseph
stops,stop_desc,sw,Hilltop District kwenda St Joseph,,Hilltop District to St Joseph
stops,stop_desc,pt-PT,Hilltop District para St Joseph,,Hilltop District to St Joseph
stops,stop_desc,af,Hilltop District na St Joseph,,Hilltop District to St Joseph
stops,stop_desc,es,Hilltop District a Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,zh-Hans,Hilltop District 到 Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,ar,Hilltop District إلى Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,bs,Hilltop District do Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,hr,Hilltop District do Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,nl,Hilltop District naar Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,fr,Hilltop District vers Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,de,Hilltop District nach Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,it,Hilltop District a Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,ko,Hilltop District에서 Tacoma Dome 방향,,Hilltop District to Tacoma Dome
stops,stop_desc,fa,Hilltop District به Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,ru,Hilltop District до Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,sr,Hilltop District до Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,tl,Hilltop District papunta Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,vi,Hilltop District đến Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,cy,Hilltop District i Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,sw,Hilltop District kwenda Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,pt-PT,Hilltop District para Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,af,Hilltop District na Tacoma Dome,,Hilltop District to Tacoma Dome
stops,stop_desc,es,Int'l Dist/Chinatown a Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,zh-Hans,Int'l Dist/Chinatown 到 Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,ar,Int'l Dist/Chinatown إلى Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,bs,Int'l Dist/Chinatown do Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,hr,Int'l Dist/Chinatown do Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,nl,Int'l Dist/Chinatown naar Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,fr,Int'l Dist/Chinatown vers Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,de,Int'l Dist/Chinatown nach Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,it,Int'l Dist/Chinatown a Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,ko,Int'l Dist/Chinatown에서 Federal Way 방향,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,fa,Int'l Dist/Chinatown به Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,ru,Int'l Dist/Chinatown до Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,sr,Int'l Dist/Chinatown до Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,tl,Int'l Dist/Chinatown papunta Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,vi,Int'l Dist/Chinatown đến Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,cy,Int'l Dist/Chinatown i Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,sw,Int'l Dist/Chinatown kwenda Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,pt-PT,Int'l Dist/Chinatown para Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,af,Int'l Dist/Chinatown na Federal Way,,Int'l Dist/Chinatown to Federal Way
stops,stop_desc,es,Int'l Dist/Chinatown a Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,zh-Hans,Int'l Dist/Chinatown 到 Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,ar,Int'l Dist/Chinatown إلى Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,bs,Int'l Dist/Chinatown do Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,hr,Int'l Dist/Chinatown do Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,nl,Int'l Dist/Chinatown naar Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,fr,Int'l Dist/Chinatown vers Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,de,Int'l Dist/Chinatown nach Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,it,Int'l Dist/Chinatown a Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,ko,Int'l Dist/Chinatown에서 Lynnwood 방향,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,fa,Int'l Dist/Chinatown به Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,ru,Int'l Dist/Chinatown до Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,sr,Int'l Dist/Chinatown до Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,tl,Int'l Dist/Chinatown papunta Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,vi,Int'l Dist/Chinatown đến Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,cy,Int'l Dist/Chinatown i Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,sw,Int'l Dist/Chinatown kwenda Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,pt-PT,Int'l Dist/Chinatown para Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,af,Int'l Dist/Chinatown na Lynnwood,,Int'l Dist/Chinatown to Lynnwood
stops,stop_desc,es,Judkins Park a Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,zh-Hans,Judkins Park 到 Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,ar,Judkins Park إلى Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,bs,Judkins Park do Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,hr,Judkins Park do Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,nl,Judkins Park naar Downtown Redmond,,Judkins Park to Downtown Redmond
stops,stop_desc,fr,Judkins Park vers Downtown Redmond,,Judkins Park to Downtown Redmond
